category,to_geocode,google_maps_address,latitude,longitude,electricity_kwh_2014,electricity_kwh_2015,electricity_kwh_2016,electricity_kwh_2017,electricity_kwh_2018,gas_kwh_2014,gas_kwh_2015,gas_kwh_2016,gas_kwh_2017,gas_kwh_2018
Education Building,the harold school Co. Dublin ireland,"Eden Road, Sandycove, Glasthule, Co. Dublin, Ireland",53.2861015,-6.1256001,74349.0,88267.0,89472.0,85082.0,79887.0,61173.64,110602.64,102279.88666666669,130103.27666666669,104591.11
Education Building,the harold school Co. Dublin ireland,"Eden Road, Sandycove, Glasthule, Co. Dublin, Ireland",53.2861015,-6.1256001,74349.0,88267.0,89472.0,85082.0,79887.0,61173.64,110602.64,102279.88666666669,130103.27666666669,104591.11
Education Building,the harold school Co. Dublin ireland,"Eden Road, Sandycove, Glasthule, Co. Dublin, Ireland",53.2861015,-6.1256001,74349.0,88267.0,89472.0,85082.0,79887.0,61173.64,110602.64,102279.88666666669,130103.27666666669,104591.11
Office Building,the health information & quality authority (hiqa) Dublin 7 ireland,"George's Court, George's Ln, Smithfield, Dublin 7, D07 E98Y, Ireland",53.350306,-6.279498,116881.74666666666,119568.44,117763.32,111697.37,125223.43,100045.475,113239.475,157233.68,121970.79,191529.045
Office Building,the health information & quality authority (hiqa) Dublin 7 ireland,"George's Court, George's Ln, Smithfield, Dublin 7, D07 E98Y, Ireland",53.350306,-6.279498,116881.74666666666,119568.44,117763.32,111697.37,125223.43,100045.475,113239.475,157233.68,121970.79,191529.045
Office Building,the health information & quality authority (hiqa) Dublin 7 ireland,"George's Court, George's Ln, Smithfield, Dublin 7, D07 E98Y, Ireland",53.350306,-6.279498,116881.74666666666,119568.44,117763.32,111697.37,125223.43,100045.475,113239.475,157233.68,121970.79,191529.045
Office Building,the health research board Dublin 2 ireland,"Grattan House 67-72 Lower Mount Street, Dublin 2, D02 H638, Ireland",53.3390494,-6.2444732,30661.318333333333,41615.83666666666,27768.33333333333,23106.666666666668,25246.466666666664,14299.05,65945.22,66352.75,46830.04,53551.74
Office Building,the health research board Dublin 2 ireland,"Grattan House 67-72 Lower Mount Street, Dublin 2, D02 H638, Ireland",53.3390494,-6.2444732,30661.318333333333,41615.83666666666,27768.33333333333,23106.666666666668,25246.466666666664,14299.05,65945.22,66352.75,46830.04,53551.74
Office Building,the health research board Dublin 2 ireland,"Grattan House 67-72 Lower Mount Street, Dublin 2, D02 H638, Ireland",53.3390494,-6.2444732,30661.318333333333,41615.83666666666,27768.33333333333,23106.666666666668,25246.466666666664,14299.05,65945.22,66352.75,46830.04,53551.74
Office Building,the health research board Dublin 2 ireland,"Grattan House 67-72 Lower Mount Street, Dublin 2, D02 H638, Ireland",53.3390494,-6.2444732,30661.318333333333,41615.83666666666,27768.33333333333,23106.666666666668,25246.466666666664,14299.05,65945.22,66352.75,46830.04,53551.74
Office Building,the health research board Dublin 2 ireland,"Grattan House 67-72 Lower Mount Street, Dublin 2, D02 H638, Ireland",53.3390494,-6.2444732,30661.318333333333,41615.83666666666,27768.33333333333,23106.666666666668,25246.466666666664,14299.05,65945.22,66352.75,46830.04,53551.74
Office Building,the health research board Dublin 2 ireland,"Grattan House 67-72 Lower Mount Street, Dublin 2, D02 H638, Ireland",53.3390494,-6.2444732,30661.318333333333,41615.83666666666,27768.33333333333,23106.666666666668,25246.466666666664,14299.05,65945.22,66352.75,46830.04,53551.74
Education Building,the high school Dublin 6 ireland,"Danum, Zion Rd, Rathgar, Dublin 6, D06 YR68, Ireland",53.3059009,-6.2729587,121629.5,116537.5,117645.0,119897.0,115868.0,308573.75,352866.46,317262.715,305964.715,296346.69
Education Building,the high school Dublin 6 ireland,"Danum, Zion Rd, Rathgar, Dublin 6, D06 YR68, Ireland",53.3059009,-6.2729587,121629.5,116537.5,117645.0,119897.0,115868.0,308573.75,352866.46,317262.715,305964.715,296346.69
Education Building,the high school Dublin 6 ireland,"Danum, Zion Rd, Rathgar, Dublin 6, D06 YR68, Ireland",53.3059009,-6.2729587,121629.5,116537.5,117645.0,119897.0,115868.0,308573.75,352866.46,317262.715,305964.715,296346.69
Education Building,the high school Dublin 6 ireland,"Danum, Zion Rd, Rathgar, Dublin 6, D06 YR68, Ireland",53.3059009,-6.2729587,121629.5,116537.5,117645.0,119897.0,115868.0,308573.75,352866.46,317262.715,305964.715,296346.69
Office Building,the insolvency service of ireland Dublin 8 ireland,,,,414630.0,289054.0,247162.0,242271.0,254965.0,329846.07,370866.32,331157.57,328519.22,0.0
Other Building,the irish museum of modern art Co. Dublin ireland,,,,168650.02,181300.03,189300.0,192250.0,195501.0,97641.5,119694.5,125525.03,121288.33,129715.72
Other Building,the irish museum of modern art Co. Dublin ireland,,,,168650.02,181300.03,189300.0,192250.0,195501.0,97641.5,119694.5,125525.03,121288.33,129715.72
Other Building,the irish museum of modern art Dublin 8 ireland,"Royal Hospital Kilmainham, Military Rd, Kilmainham, Dublin 8, Ireland",53.342917,-6.300048,,,,,,804746.81,933533.2425,798426.95,620677.475,747047.45
Education Building,the kings hospital Dublin 20 ireland,"Old Lucan Road, Brooklawn, Palmerstown, Co. Dublin, D20 V256, Ireland",53.3588868,-6.387131,561709.62,0.0,0.0,0.0,0.0,377226.142,0.0,0.0,0.0,0.0
Education Building,the kings hospital Dublin 20 ireland,"Old Lucan Road, Brooklawn, Palmerstown, Co. Dublin, D20 V256, Ireland",53.3588868,-6.387131,561709.62,0.0,0.0,0.0,0.0,377226.142,0.0,0.0,0.0,0.0
Office Building,the medical council Dublin 2 ireland,"Kingram House, Kingram Pl, Dublin, D02 XY88, Ireland",53.3343446,-6.2533977,386195.38,352882.13,354065.19,300372.63,294582.0,249200.05,250796.59,271313.48,250178.72,240768.15
Office Building,the medical council Dublin 2 ireland,"Kingram House, Kingram Pl, Dublin, D02 XY88, Ireland",53.3343446,-6.2533977,386195.38,352882.13,354065.19,300372.63,294582.0,249200.05,250796.59,271313.48,250178.72,240768.15
Office Building,the national concert hall Dublin 2 ireland,"Earlsfort Terrace, Saint Kevin's, Dublin, D02 N527, Ireland",53.3346479,-6.2587823,1122709.0,1131581.25,1224140.13,1170142.75,1225135.0,338779.925,381969.94,456607.28,299324.64,332327.92
Office Building,the pensions authority Dublin 2 ireland,"Verschoyle House, 28-30 Mount Street Lower, Dublin, D02 KX27, Ireland",53.3385216,-6.243585,65000.0,65325.03,58825.005,61259.18,109441.0,,,,,
Office Building,the property registration authority Dublin 1 ireland,,,,124482.26,124274.115,122142.89,118232.63,116973.855,316702.12,302788.77,303070.2,223605.8,230056.9
Office Building,the property registration authority Dublin 1 ireland,,,,124482.26,124274.115,122142.89,118232.63,116973.855,316702.12,302788.77,303070.2,223605.8,230056.9
Office Building,the property registration authority Dublin 1 ireland,,,,124482.26,124274.115,122142.89,118232.63,116973.855,316702.12,302788.77,303070.2,223605.8,230056.9
Office Building,the property registration authority Dublin 2 ireland,,,,0.0,0.0,0.0,0.0,0.0,,,,,
Office Building,the property registration authority Dublin 7 ireland,"7 Chancery St, Smithfield, Dublin, D07 T652, Ireland",53.3467642,-6.2744883,,,,,,233312.675,302233.14,312542.1,241227.275,243526.47
Office Building,the property registration authority Dublin 7 ireland,"7 Chancery St, Smithfield, Dublin, D07 T652, Ireland",53.3467642,-6.2744883,,,,,,233312.675,302233.14,312542.1,241227.275,243526.47
Office Building,the property registration authority Dublin 9 ireland,,,,247450.74,241289.63,233881.42,251062.55,251500.89,494258.99,575841.48,548681.44,424676.96,414862.15
Education Building,the teresian school Dublin 4 ireland,"12 Stillorgan Rd, Dublin 4, D04 E9X5, Ireland",53.3149227,-6.2279599,45099.0,43950.0,37320.0,55496.0,49966.0,24289.505,28178.48,18532.945,65111.77,130287.135
Education Building,the teresian school Dublin 4 ireland,"12 Stillorgan Rd, Dublin 4, D04 E9X5, Ireland",53.3149227,-6.2279599,45099.0,43950.0,37320.0,55496.0,49966.0,24289.505,28178.48,18532.945,65111.77,130287.135
Education Building,thornleigh educate together national school Co. Dublin ireland,"Applewood, Swords, Co. Dublin, Ireland",53.4722057,-6.233788,46807.99,47820.0,57837.0,53117.0,56133.0,63336.64,79618.64,99287.65,72595.67,91223.77
Office Building,tourism ireland Dublin 2 ireland,,,,190849.98,170649.98,153250.02,150300.0,122248.0,,,,,
Office Building,tourism ireland Dublin 2 ireland,,,,190849.98,170649.98,153250.02,150300.0,122248.0,,,,,
Other Building,transport infrastructure ireland Dublin 10 ireland,,,,,,,,,608.07,5405.99,5908.25,6055.34,6665.28
Office Building,transport infrastructure ireland Dublin 15 ireland,,,,73019.95833333333,71427.96333333333,64326.72833333333,59773.38166666666,63638.888333333336,36321.48333333333,33275.35,15690.356666666668,3606.52,4653.606666666667
Office Building,transport infrastructure ireland Dublin 15 ireland,,,,73019.95833333333,71427.96333333333,64326.72833333333,59773.38166666666,63638.888333333336,36321.48333333333,33275.35,15690.356666666668,3606.52,4653.606666666667
Office Building,transport infrastructure ireland Dublin 15 ireland,,,,73019.95833333333,71427.96333333333,64326.72833333333,59773.38166666666,63638.888333333336,36321.48333333333,33275.35,15690.356666666668,3606.52,4653.606666666667
Office Building,transport infrastructure ireland Dublin 15 ireland,,,,73019.95833333333,71427.96333333333,64326.72833333333,59773.38166666666,63638.888333333336,36321.48333333333,33275.35,15690.356666666668,3606.52,4653.606666666667
Office Building,transport infrastructure ireland Dublin 15 ireland,,,,73019.95833333333,71427.96333333333,64326.72833333333,59773.38166666666,63638.888333333336,36321.48333333333,33275.35,15690.356666666668,3606.52,4653.606666666667
Office Building,transport infrastructure ireland Dublin 15 ireland,,,,73019.95833333333,71427.96333333333,64326.72833333333,59773.38166666666,63638.888333333336,36321.48333333333,33275.35,15690.356666666668,3606.52,4653.606666666667
Office Building,transport infrastructure ireland Dublin 2 ireland,,,,33614.505,26736.01,0.0,0.0,0.0,,,,,
Office Building,transport infrastructure ireland Dublin 4 ireland,,,,200640.0,141300.03,0.0,0.0,0.0,,,,,
Office Building,transport infrastructure ireland Dublin 8 ireland,"Parkgate Business Centre, Parkgate St, Dublin 8, Ireland",53.3476163,-6.2942856,184928.81,150851.76333333334,212876.15666666665,213950.77333333332,194781.66666666663,81684.21666666666,101647.35666666667,265690.7133333333,279768.53,296794.07666666666
Office Building,transport infrastructure ireland Dublin 8 ireland,"Parkgate Business Centre, Parkgate St, Dublin 8, Ireland",53.3476163,-6.2942856,184928.81,150851.76333333334,212876.15666666665,213950.77333333332,194781.66666666663,81684.21666666666,101647.35666666667,265690.7133333333,279768.53,296794.07666666666
Office Building,transport infrastructure ireland Dublin 8 ireland,"Parkgate Business Centre, Parkgate St, Dublin 8, Ireland",53.3476163,-6.2942856,184928.81,150851.76333333334,212876.15666666665,213950.77333333332,194781.66666666663,81684.21666666666,101647.35666666667,265690.7133333333,279768.53,296794.07666666666
Office Building,transport infrastructure ireland Dublin 8 ireland,"Parkgate Business Centre, Parkgate St, Dublin 8, Ireland",53.3476163,-6.2942856,184928.81,150851.76333333334,212876.15666666665,213950.77333333332,194781.66666666663,81684.21666666666,101647.35666666667,265690.7133333333,279768.53,296794.07666666666
Office Building,transport infrastructure ireland Dublin 8 ireland,"Parkgate Business Centre, Parkgate St, Dublin 8, Ireland",53.3476163,-6.2942856,184928.81,150851.76333333334,212876.15666666665,213950.77333333332,194781.66666666663,81684.21666666666,101647.35666666667,265690.7133333333,279768.53,296794.07666666666
Office Building,transport infrastructure ireland Dublin 8 ireland,"Parkgate Business Centre, Parkgate St, Dublin 8, Ireland",53.3476163,-6.2942856,184928.81,150851.76333333334,212876.15666666665,213950.77333333332,194781.66666666663,81684.21666666666,101647.35666666667,265690.7133333333,279768.53,296794.07666666666
Education Building,trinity college dublin Dublin 1 ireland,,,,0.0,0.0,0.0,123439.985,327358.57,0.0,0.0,0.0,-42528.85,768242.41
Education Building,trinity college dublin Dublin 1 ireland,,,,0.0,0.0,0.0,123439.985,327358.57,0.0,0.0,0.0,-42528.85,768242.41
Education Building,trinity college dublin Dublin 1 ireland,,,,0.0,0.0,0.0,123439.985,327358.57,0.0,0.0,0.0,-42528.85,768242.41
Education Building,trinity college dublin Dublin 12 ireland,,,,0.0,0.0,0.0,0.0,121800.0,,,,,
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
Education Building,trinity college dublin Dublin 2 ireland,"College Green, Dublin 2, Ireland",53.3437935,-6.2545716,704471.7115217394,689917.85,700043.4441304347,681385.3910869565,686880.612173913,317122.9663636364,371359.48886363633,362398.118409091,351959.9702272728,370599.2259090908
